CRUCH,Programas,Año,Cálculo1,Nombre Región,Matrícula total,Matrícula primer año,Área Conocimiento,Nombre Carrera,Tipo Título,Tipo título,Horario,NombreComuna,Nombre Institución,NombreRegion,Matrícula primer año hombres,Matrícula primer año mujeres,Matrícula total hombres,Matrícula total mujeres,anio,tRegion1_NombreRegion
,1,01/01/2015,74,Región Metropolitana,74,23,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,20,3,67,7,2015,Región Metropolitana
Privada,0,01/01/2006,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,U. DEL PACÍFICO,,,,,,2006,Región Metropolitana
Consejo rectores,1,01/01/2008,345,Región Metropolitana,345,51,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,43,8,308,37,2008,Región Metropolitana
Consejo rectores,1,01/01/2014,415,Región Metropolitana,415,103,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,94,9,368,47,2014,Región Metropolitana
Consejo rectores,1,01/01/2011,427,Región Metropolitana,427,100,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,93,7,386,41,2011,Región Metropolitana
Consejo rectores,1,01/01/2013,455,Región Metropolitana,455,101,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,86,15,406,49,2013,Región Metropolitana
,0,01/01/2015,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,0,0,0,0,2015,Región Metropolitana
,1,01/01/2016,8,Región Metropolitana,8,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,0,0,8,0,2016,Región Metropolitana
,1,01/01/2015,10,Región Metropolitana,10,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Bernardo,I.P. LA ARAUCANA,Región Metropolitana,0,0,10,0,2015,Región Metropolitana
,0,01/01/2015,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Ñuñoa,U. TECNOLÓGICA METROPOLITANA,Región Metropolitana,0,0,0,0,2015,Región Metropolitana
,0,01/01/2015,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,Santiago,I.P. IPEGE,Región Metropolitana,,,,,2015,Región Metropolitana
,1,01/01/2017,19,Región Metropolitana,19,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA,Región Metropolitana,,,18,1,2017,Región Metropolitana
,1,01/01/2015,11,Región Metropolitana,11,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,U. BERNARDO O`HIGGINS,Región Metropolitana,,,11,,2015,Región Metropolitana
,1,01/01/2016,22,Región Metropolitana,22,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. ESUCOMEX,,0,0,17,5,2016,Región Metropolitana
,0,01/01/2015,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Otro,Santiago,C.F.T. CÁMARA DE COMERCIO DE SANTIAGO,Región Metropolitana,,,,,2015,Región Metropolitana
,1,01/01/2016,15,Región Metropolitana,15,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. LA ARAUCANA,,0,0,13,2,2016,Región Metropolitana
,1,01/01/2015,20,Región Metropolitana,20,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. LA ARAUCANA,,0,0,17,3,2015,Región Metropolitana
,1,01/01/2016,2,Región Metropolitana,2,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,I.P. ESUCOMEX,,0,0,1,1,2016,Región Metropolitana
,0,01/01/2017,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,I.P. ESUCOMEX,,,,,,2017,Región Metropolitana
,1,01/01/2016,6,Región Metropolitana,6,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,I.P. ESUCOMEX,,0,0,5,1,2016,Región Metropolitana
,0,01/01/2017,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,I.P. ESUCOMEX,,,,,,2017,Región Metropolitana
,1,01/01/2019,39,Región Metropolitana,39,13,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Recoleta,U. SAN SEBASTIÁN,Región Metropolitana,10,3,34,5,2019,Región Metropolitana
,1,01/01/2019,9,Región Metropolitana,9,4,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Recoleta,U. SAN SEBASTIÁN,Región Metropolitana,4,0,7,2,2019,Región Metropolitana
,1,01/01/2019,35,Región Metropolitana,35,13,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Recoleta,U. SAN SEBASTIÁN,Región Metropolitana,13,0,33,2,2019,Región Metropolitana
,1,01/01/2019,25,Región Metropolitana,25,10,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Recoleta,U. SAN SEBASTIÁN,Región Metropolitana,7,3,20,5,2019,Región Metropolitana
,1,01/01/2017,28,Región Metropolitana,28,28,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,,U. GABRIELA MISTRAL,,25,3,25,3,2017,Región Metropolitana
,1,01/01/2017,16,Región Metropolitana,16,9,Tecnología,Ingeniería en Computación e Informática y similares,Licenciatura,Pregrado,Vespertino,,U. DE SANTIAGO DE CHILE,,3,6,6,10,2017,Región Metropolitana
,1,01/01/2017,87,Región Metropolitana,87,13,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. ANDRÉS BELLO,Región Metropolitana,13,0,83,4,2017,Región Metropolitana
,1,01/01/2015,69,Región Metropolitana,69,36,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. ANDRÉS BELLO,Región Metropolitana,34,2,64,5,2015,Región Metropolitana
,1,01/01/2015,2,Región Metropolitana,2,2,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. LA ARAUCANA,,2,0,2,0,2015,Región Metropolitana
,1,01/01/2017,69,Región Metropolitana,69,4,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. LA ARAUCANA,,4,0,65,4,2017,Región Metropolitana
,1,01/01/2017,10,Región Metropolitana,10,10,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Recoleta,U. SAN SEBASTIÁN,Región Metropolitana,8,2,8,2,2017,Región Metropolitana
,1,01/01/2017,2,Región Metropolitana,2,2,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Recoleta,U. SAN SEBASTIÁN,Región Metropolitana,2,0,2,0,2017,Región Metropolitana
,1,01/01/2017,11,Región Metropolitana,11,11,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Recoleta,U. SAN SEBASTIÁN,Región Metropolitana,11,0,11,0,2017,Región Metropolitana
,1,01/01/2017,7,Región Metropolitana,7,7,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,Recoleta,U. SAN SEBASTIÁN,Región Metropolitana,6,1,6,1,2017,Región Metropolitana
,1,01/01/2016,50,Región Metropolitana,50,13,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. CIISA,Región Metropolitana,13,,45,5,2016,Región Metropolitana
,1,01/01/2017,90,Región Metropolitana,90,26,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Otro,,I.P. AIEP,,24,2,83,7,2017,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,I.P. AIEP,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Otro,,I.P. AIEP,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Diurno,Las Condes,U. TECNOLÓGICA DE CHILE INACAP,Región Metropolitana,0,0,0,0,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. AIEP,Región Metropolitana,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Otro,,I.P. AIEP,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Otro,,I.P. AIEP,,,,,,2019,Región Metropolitana
,1,01/01/2017,54,Región Metropolitana,54,54,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Otro,,I.P. PROVIDENCIA,,44,10,44,10,2017,Región Metropolitana
Consejo rectores,1,01/01/2012,104,Región Metropolitana,104,19,Tecnología,Ingeniería en Computación e Informática y similares,Profesional con Licenciatura,Pregrado,Vespertino,,U. DE SANTIAGO DE CHILE,,16,3,97,7,2012,Región Metropolitana
,1,01/01/2015,62,Región Metropolitana,62,31,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,,C.F.T. INACAP,,27,4,57,5,2015,Región Metropolitana
,1,01/01/2015,59,Región Metropolitana,59,41,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,C.F.T. INACAP,,34,7,51,8,2015,Región Metropolitana
,1,01/01/2015,11,Región Metropolitana,11,9,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,C.F.T. INACAP,,7,2,9,2,2015,Región Metropolitana
,1,01/01/2015,8,Región Metropolitana,8,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,,U. SANTO TOMÁS,,0,0,7,1,2015,Región Metropolitana
,1,01/01/2015,47,Región Metropolitana,47,33,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Vespertino,,C.F.T. PROANDES,,25,8,39,8,2015,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. SANTO TOMÁS,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,,I.P. SANTO TOMÁS,,,,,,2019,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,I.P. AIEP,,,,,,2019,Región Metropolitana
,1,01/01/2019,33,Región Metropolitana,33,24,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,I.P. AIEP,,23,1,31,2,2019,Región Metropolitana
,1,01/01/2019,103,Región Metropolitana,103,30,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Santiago,I.P. AIEP,Región Metropolitana,29,1,92,11,2019,Región Metropolitana
,1,01/01/2019,229,Región Metropolitana,229,71,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. AIEP,Región Metropolitana,62,9,203,26,2019,Región Metropolitana
,1,01/01/2017,115,Región Metropolitana,115,32,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Diurno,Santiago,I.P. AIEP,Región Metropolitana,28,4,102,13,2017,Región Metropolitana
,1,01/01/2017,162,Región Metropolitana,162,38,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,Santiago,I.P. AIEP,Región Metropolitana,34,4,144,18,2017,Región Metropolitana
,0,01/01/2016,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. AIEP,,,,,,2016,Región Metropolitana
,0,01/01/2019,0,Región Metropolitana,0,0,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,,I.P. SANTO TOMÁS,,,,,,2019,Región Metropolitana
Consejo rectores,1,01/01/2010,425,Región Metropolitana,425,105,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,95,10,379,46,2010,Región Metropolitana
Consejo rectores,1,01/01/2012,481,Región Metropolitana,481,116,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,103,13,436,45,2012,Región Metropolitana
Privada,0,01/01/2006,0,Región Metropolitana,0,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,,,,,2006,Región Metropolitana
Consejo rectores,1,01/01/2006,3,Región Metropolitana,3,2,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,2,0,3,0,2006,Región Metropolitana
Consejo rectores,1,01/01/2008,31,Región Metropolitana,31,11,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,11,0,28,3,2008,Región Metropolitana
Privada,1,01/01/2011,3,Región Metropolitana,3,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Vespertino,Santiago,U. CENTRAL DE CHILE,Región Metropolitana,0,0,2,1,2011,Región Metropolitana
Consejo rectores,1,01/01/2014,66,Región Metropolitana,66,11,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,11,0,62,4,2014,Región Metropolitana
Consejo rectores,1,01/01/2011,32,Región Metropolitana,32,15,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,13,2,29,3,2011,Región Metropolitana
Consejo rectores,1,01/01/2013,74,Región Metropolitana,74,29,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,27,2,67,7,2013,Región Metropolitana
Consejo rectores,1,01/01/2010,52,Región Metropolitana,52,22,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,17,5,41,11,2010,Región Metropolitana
Consejo rectores,1,01/01/2012,64,Región Metropolitana,64,25,Tecnología,Ingeniería en Computación e Informática y similares,Profesional,Pregrado,Vespertino,San Joaquín,U. TÉCNICA FEDERICO SANTA MARÍA,Región Metropolitana,25,0,58,6,2012,Región Metropolitana
Privada,0,01/01/2006,0,Región Metropolitana,0,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,,U. UCINF,,,,,,2006,Región Metropolitana
Privada,1,01/01/2006,2,Región Metropolitana,2,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Maipú,U. DE LAS AMÉRICAS,Región Metropolitana,0,0,2,0,2006,Región Metropolitana
Privada,1,01/01/2007,39,Región Metropolitana,39,22,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,,C.F.T. ESUCOMEX,,18,4,33,6,2007,Región Metropolitana
Privada,0,01/01/2008,0,Región Metropolitana,0,0,Tecnología,Técnico en Computación e Informática,Técnico Nivel Superior,Pregrado,Diurno,,C.F.T. ESUCOMEX,,,,,,2008,Región Metropolitana
Consejo rectores,1,01/01/2006,200,Región Metropolitana,200,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. DE CHILE,Región Metropolitana,0,0,191,9,2006,Región Metropolitana
Privada,1,01/01/2006,119,Región Metropolitana,119,68,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Cerrillos,I.P. DUOC UC,Región Metropolitana,60,8,104,15,2006,Región Metropolitana
Privada,1,01/01/2006,35,Región Metropolitana,35,0,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Cerrillos,I.P. DUOC UC,Región Metropolitana,,,30,5,2006,Región Metropolitana
Consejo rectores,1,01/01/2010,166,Región Metropolitana,166,0,Tecnología,Ingeniería Civil en Computación y/o Informática,Profesional con Licenciatura,Pregrado,Diurno,Santiago,U. DE CHILE,Región Metropolitana,,,147,19,2010,Región Metropolitana
Privada,1,01/01/2008,135,Región Metropolitana,135,63,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Cerrillos,I.P. DUOC UC,Región Metropolitana,57,6,119,16,2008,Región Metropolitana
Privada,1,01/01/2008,45,Región Metropolitana,45,32,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Vespertino,Cerrillos,I.P. DUOC UC,Región Metropolitana,31,1,44,1,2008,Región Metropolitana
Privada,1,01/01/2010,138,Región Metropolitana,138,60,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Cerrillos,I.P. DUOC UC,Región Metropolitana,58,2,128,10,2010,Región Metropolitana
Privada,1,01/01/2012,182,Región Metropolitana,182,85,Tecnología,Técnico en Análisis de Sistemas Informáticos,Técnico Nivel Superior,Pregrado,Diurno,Cerrillos,I.P. DUOC UC,Región Metropolitana,80,5,167,15,2012,Región Metropolitana
